Albanian_BIN|Albanian, binary sort
Hungarian_CI_AI_WS|Hungarian, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_CI_AI_KS|Hungarian, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_CI_AI_KS_WS|Hungarian, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_CI_AS|Hungarian, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_CI_AS_WS|Hungarian, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_CI_AS_KS|Hungarian, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_CI_AS_KS_WS|Hungarian, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_CS_AI|Hungarian, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_CS_AI_WS|Hungarian, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_CS_AI_KS|Hungarian, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_CS_AI_KS_WS|Hungarian, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_CS_AS|Hungarian, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_CS_AS_WS|Hungarian, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_CS_AS_KS|Hungarian, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_CS_AS_KS_WS|Hungarian, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_100_BIN|Hungarian-100, binary sort
Hungarian_100_BIN2|Hungarian-100, binary code point comparison sort
Hungarian_100_CI_AI|Hungarian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_100_CI_AI_WS|Hungarian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_100_CI_AI_KS|Hungarian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_100_CI_AI_KS_WS|Hungarian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_100_CI_AS|Hungarian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_100_CI_AS_WS|Hungarian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_100_CI_AS_KS|Hungarian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_100_CI_AS_KS_WS|Hungarian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_100_CS_AI|Hungarian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_100_CS_AI_WS|Hungarian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_100_CS_AI_KS|Hungarian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_100_CS_AI_KS_WS|Hungarian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_100_CS_AS|Hungarian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_100_CS_AS_WS|Hungarian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_100_CS_AS_KS|Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_100_CS_AS_KS_WS|Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_100_CI_AI_SC|Hungarian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_100_CI_AI_WS_SC|Hungarian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_100_CI_AI_KS_SC|Hungarian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_100_CI_AI_KS_WS_SC|Hungarian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_100_CI_AS_SC|Hungarian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_100_CI_AS_WS_SC|Hungarian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_100_CI_AS_KS_SC|Hungarian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_100_CI_AS_KS_WS_SC|Hungarian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_100_CS_AI_SC|Hungarian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_100_CS_AI_WS_SC|Hungarian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_100_CS_AI_KS_SC|Hungarian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_100_CS_AI_KS_WS_SC|Hungarian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_100_CS_AS_SC|Hungarian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_100_CS_AS_WS_SC|Hungarian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_100_CS_AS_KS_SC|Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_100_CS_AS_KS_WS_SC|Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_Technical_BIN|Hungarian-Technical, binary sort
Hungarian_Technical_BIN2|Hungarian-Technical, binary code point comparison sort
Hungarian_Technical_CI_AI|Hungarian-Technical, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_CI_AI_WS|Hungarian-Technical, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_CI_AI_KS|Hungarian-Technical, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_CI_AI_KS_WS|Hungarian-Technical, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_CI_AS|Hungarian-Technical, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_CI_AS_WS|Hungarian-Technical, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_CI_AS_KS|Hungarian-Technical, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_CI_AS_KS_WS|Hungarian-Technical, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_CS_AI|Hungarian-Technical, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_CS_AI_WS|Hungarian-Technical, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_CS_AI_KS|Hungarian-Technical, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_CS_AI_KS_WS|Hungarian-Technical, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_CS_AS|Hungarian-Technical, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_CS_AS_WS|Hungarian-Technical, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_CS_AS_KS|Hungarian-Technical, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_CS_AS_KS_WS|Hungarian-Technical, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_100_BIN|Hungarian-Technical-100, binary sort
Hungarian_Technical_100_BIN2|Hungarian-Technical-100, binary code point comparison sort
Hungarian_Technical_100_CI_AI|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_100_CI_AI_WS|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_100_CI_AI_KS|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_100_CI_AI_KS_WS|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_100_CI_AS|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_100_CI_AS_WS|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_100_CI_AS_KS|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_100_CI_AS_KS_WS|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_100_CS_AI|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_100_CS_AI_WS|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_100_CS_AI_KS|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_100_CS_AI_KS_WS|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_100_CS_AS|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Hungarian_Technical_100_CS_AS_WS|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Hungarian_Technical_100_CS_AS_KS|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Hungarian_Technical_100_CS_AS_KS_WS|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Hungarian_Technical_100_CI_AI_SC|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CI_AI_WS_SC|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CI_AI_KS_SC|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CI_AI_KS_WS_SC|Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CI_AS_SC|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CI_AS_WS_SC|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CI_AS_KS_SC|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CI_AS_KS_WS_SC|Hungarian-Technical-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CS_AI_SC|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CS_AI_WS_SC|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CS_AI_KS_SC|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CS_AI_KS_WS_SC|Hungarian-Technical-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CS_AS_SC|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CS_AS_WS_SC|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Hungarian_Technical_100_CS_AS_KS_SC|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Hungarian_Technical_100_CS_AS_KS_WS_SC|Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Icelandic_BIN|Icelandic, binary sort
Icelandic_BIN2|Icelandic, binary code point comparison sort
Icelandic_CI_AI|Icelandic, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Icelandic_CI_AI_WS|Icelandic, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Icelandic_CI_AI_KS|Icelandic, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Icelandic_CI_AI_KS_WS|Icelandic, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Icelandic_CI_AS|Icelandic, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Icelandic_CI_AS_WS|Icelandic, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Icelandic_CI_AS_KS|Icelandic, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Icelandic_CI_AS_KS_WS|Icelandic, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Icelandic_CS_AI|Icelandic, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Icelandic_CS_AI_WS|Icelandic, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Icelandic_CS_AI_KS|Icelandic, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Icelandic_CS_AI_KS_WS|Icelandic, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Icelandic_CS_AS|Icelandic, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Icelandic_CS_AS_WS|Icelandic, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Icelandic_CS_AS_KS|Icelandic, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Icelandic_CS_AS_KS_WS|Icelandic, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Icelandic_100_BIN|Icelandic-100, binary sort
Icelandic_100_BIN2|Icelandic-100, binary code point comparison sort
Icelandic_100_CI_AI|Icelandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Icelandic_100_CI_AI_WS|Icelandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Icelandic_100_CI_AI_KS|Icelandic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Icelandic_100_CI_AI_KS_WS|Icelandic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Icelandic_100_CI_AS|Icelandic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Icelandic_100_CI_AS_WS|Icelandic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Icelandic_100_CI_AS_KS|Icelandic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Icelandic_100_CI_AS_KS_WS|Icelandic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Icelandic_100_CS_AI|Icelandic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Icelandic_100_CS_AI_WS|Icelandic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Icelandic_100_CS_AI_KS|Icelandic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Icelandic_100_CS_AI_KS_WS|Icelandic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Icelandic_100_CS_AS|Icelandic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Icelandic_100_CS_AS_WS|Icelandic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Icelandic_100_CS_AS_KS|Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Icelandic_100_CS_AS_KS_WS|Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Icelandic_100_CI_AI_SC|Icelandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Icelandic_100_CI_AI_WS_SC|Icelandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Icelandic_100_CI_AI_KS_SC|Icelandic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Icelandic_100_CI_AI_KS_WS_SC|Icelandic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Icelandic_100_CI_AS_SC|Icelandic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Icelandic_100_CI_AS_WS_SC|Icelandic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Icelandic_100_CI_AS_KS_SC|Icelandic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Icelandic_100_CI_AS_KS_WS_SC|Icelandic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Icelandic_100_CS_AI_SC|Icelandic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Icelandic_100_CS_AI_WS_SC|Icelandic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Icelandic_100_CS_AI_KS_SC|Icelandic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Icelandic_100_CS_AI_KS_WS_SC|Icelandic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Icelandic_100_CS_AS_SC|Icelandic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Icelandic_100_CS_AS_WS_SC|Icelandic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Icelandic_100_CS_AS_KS_SC|Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Icelandic_100_CS_AS_KS_WS_SC|Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_90_BIN|Indic-General-90, binary sort
Indic_General_90_BIN2|Indic-General-90, binary code point comparison sort
Indic_General_90_CI_AI|Indic-General-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Indic_General_90_CI_AI_WS|Indic-General-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Indic_General_90_CI_AI_KS|Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Indic_General_90_CI_AI_KS_WS|Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Indic_General_90_CI_AS|Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Indic_General_90_CI_AS_WS|Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Indic_General_90_CI_AS_KS|Indic-General-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Indic_General_90_CI_AS_KS_WS|Indic-General-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Indic_General_90_CS_AI|Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Indic_General_90_CS_AI_WS|Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Indic_General_90_CS_AI_KS|Indic-General-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Indic_General_90_CS_AI_KS_WS|Indic-General-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Indic_General_90_CS_AS|Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Indic_General_90_CS_AS_WS|Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Indic_General_90_CS_AS_KS|Indic-General-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Indic_General_90_CS_AS_KS_WS|Indic-General-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Indic_General_90_CI_AI_SC|Indic-General-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_90_CI_AI_WS_SC|Indic-General-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_90_CI_AI_KS_SC|Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_90_CI_AI_KS_WS_SC|Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_90_CI_AS_SC|Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_90_CI_AS_WS_SC|Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_90_CI_AS_KS_SC|Indic-General-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_90_CI_AS_KS_WS_SC|Indic-General-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_90_CS_AI_SC|Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_90_CS_AI_WS_SC|Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_90_CS_AI_KS_SC|Indic-General-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_90_CS_AI_KS_WS_SC|Indic-General-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_90_CS_AS_SC|Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_90_CS_AS_WS_SC|Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_90_CS_AS_KS_SC|Indic-General-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_90_CS_AS_KS_WS_SC|Indic-General-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_100_BIN|Indic-General-100, binary sort
Indic_General_100_BIN2|Indic-General-100, binary code point comparison sort
Indic_General_100_CI_AI|Indic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Indic_General_100_CI_AI_WS|Indic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Indic_General_100_CI_AI_KS|Indic-General-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Indic_General_100_CI_AI_KS_WS|Indic-General-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Indic_General_100_CI_AS|Indic-General-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Indic_General_100_CI_AS_WS|Indic-General-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Indic_General_100_CI_AS_KS|Indic-General-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Indic_General_100_CI_AS_KS_WS|Indic-General-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Indic_General_100_CS_AI|Indic-General-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Indic_General_100_CS_AI_WS|Indic-General-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Indic_General_100_CS_AI_KS|Indic-General-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Indic_General_100_CS_AI_KS_WS|Indic-General-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Indic_General_100_CS_AS|Indic-General-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Indic_General_100_CS_AS_WS|Indic-General-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Indic_General_100_CS_AS_KS|Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Indic_General_100_CS_AS_KS_WS|Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Indic_General_100_CI_AI_SC|Indic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_100_CI_AI_WS_SC|Indic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_100_CI_AI_KS_SC|Indic-General-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_100_CI_AI_KS_WS_SC|Indic-General-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_100_CI_AS_SC|Indic-General-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_100_CI_AS_WS_SC|Indic-General-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_100_CI_AS_KS_SC|Indic-General-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_100_CI_AS_KS_WS_SC|Indic-General-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_100_CS_AI_SC|Indic-General-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_100_CS_AI_WS_SC|Indic-General-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_100_CS_AI_KS_SC|Indic-General-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_100_CS_AI_KS_WS_SC|Indic-General-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Indic_General_100_CS_AS_SC|Indic-General-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Indic_General_100_CS_AS_WS_SC|Indic-General-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Indic_General_100_CS_AS_KS_SC|Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Indic_General_100_CS_AS_KS_WS_SC|Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Japanese_BIN|Japanese, binary sort
Japanese_BIN2|Japanese, binary code point comparison sort
Japanese_CI_AI|Japanese, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Japanese_CI_AI_WS|Japanese, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Japanese_CI_AI_KS|Japanese, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Japanese_CI_AI_KS_WS|Japanese, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Japanese_CI_AS|Japanese, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Japanese_CI_AS_WS|Japanese, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Japanese_CI_AS_KS|Japanese, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Japanese_CI_AS_KS_WS|Japanese, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Japanese_CS_AI|Japanese, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Japanese_CS_AI_WS|Japanese, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Japanese_CS_AI_KS|Japanese, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Japanese_CS_AI_KS_WS|Japanese, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Japanese_CS_AS|Japanese, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Japanese_CS_AS_WS|Japanese, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
